localfile	source_repo	source_path	url
openstack-k8s-operators_ci-framework__roles_nat64_appliance_files_elements_nat64-router_static_etc_nftables_main64.nft.nft	openstack-k8s-operators/ci-framework	roles/nat64_appliance/files/elements/nat64-router/static/etc/nftables/main64.nft	https://github.com/openstack-k8s-operators/ci-framework/blob/HEAD/roles/nat64_appliance/files/elements/nat64-router/static/etc/nftables/main64.nft
lynxthecat_cake-dual-ifb__cake-dual-ifb.nft.nft	lynxthecat/cake-dual-ifb	cake-dual-ifb.nft	https://github.com/lynxthecat/cake-dual-ifb/blob/HEAD/cake-dual-ifb.nft
ZaneL1u_cloud-cli-proxy__deploy_docker_managed-user_default-deny.nft.nft	ZaneL1u/cloud-cli-proxy	deploy/docker/managed-user/default-deny.nft	https://github.com/ZaneL1u/cloud-cli-proxy/blob/HEAD/deploy/docker/managed-user/default-deny.nft
the-moisrex_linux-dotfiles__firewall_tproxy-to-v2ray.nft.nft	the-moisrex/linux-dotfiles	firewall/tproxy-to-v2ray.nft	https://github.com/the-moisrex/linux-dotfiles/blob/HEAD/firewall/tproxy-to-v2ray.nft
am009_whitelist-tproxy__tproxy_v2ray.nft.nft	am009/whitelist-tproxy	tproxy/v2ray.nft	https://github.com/am009/whitelist-tproxy/blob/HEAD/tproxy/v2ray.nft
trentbuck_nft-examples__nftables-failsafe.nft.nft	trentbuck/nft-examples	nftables-failsafe.nft	https://github.com/trentbuck/nft-examples/blob/HEAD/nftables-failsafe.nft
delejos_conduit-iran-khajubridge__nftables_conduit-region.nft.nft	delejos/conduit-iran-khajubridge	nftables/conduit-region.nft	https://github.com/delejos/conduit-iran-khajubridge/blob/HEAD/nftables/conduit-region.nft
ms-jpq_lab__layers___usr_local_opt_nftables_conf.d_2-input.nft.nft	ms-jpq/lab	layers/_/usr/local/opt/nftables/conf.d/2-input.nft	https://github.com/ms-jpq/lab/blob/HEAD/layers/_/usr/local/opt/nftables/conf.d/2-input.nft
ms-jpq_lab__layers_k3s_usr_local_opt_nftables_dropin.d_3-k3s.nft.nft	ms-jpq/lab	layers/k3s/usr/local/opt/nftables/dropin.d/3-k3s.nft	https://github.com/ms-jpq/lab/blob/HEAD/layers/k3s/usr/local/opt/nftables/dropin.d/3-k3s.nft
ms-jpq_lab__layers_router_usr_local_opt_nftables_dropin.d_3-tor.nft.nft	ms-jpq/lab	layers/router/usr/local/opt/nftables/dropin.d/3-tor.nft	https://github.com/ms-jpq/lab/blob/HEAD/layers/router/usr/local/opt/nftables/dropin.d/3-tor.nft
thayburt_dynamic-nftables__00-core.nft.nft	thayburt/dynamic-nftables	00-core.nft	https://github.com/thayburt/dynamic-nftables/blob/HEAD/00-core.nft
vxiaov_luci-app-openproxy__root_etc_openproxy_rules_nft_openproxy_tproxy.nft.nft	vxiaov/luci-app-openproxy	root/etc/openproxy/rules_nft/openproxy_tproxy.nft	https://github.com/vxiaov/luci-app-openproxy/blob/HEAD/root/etc/openproxy/rules_nft/openproxy_tproxy.nft
ms-jpq_lab__machines_freenas_usr_local_opt_nftables_dropin.d_3-dscp.nft.nft	ms-jpq/lab	machines/freenas/usr/local/opt/nftables/dropin.d/3-dscp.nft	https://github.com/ms-jpq/lab/blob/HEAD/machines/freenas/usr/local/opt/nftables/dropin.d/3-dscp.nft
MatthewCash_nixos-config__systems_nixvm_nixos_firewall_ruleset.nft.nft	MatthewCash/nixos-config	systems/nixvm/nixos/firewall/ruleset.nft	https://github.com/MatthewCash/nixos-config/blob/HEAD/systems/nixvm/nixos/firewall/ruleset.nft
zpeng11_Bypass-Router__nft_bypass.nft.nft	zpeng11/Bypass-Router	nft/bypass.nft	https://github.com/zpeng11/Bypass-Router/blob/HEAD/nft/bypass.nft
myzhang1029_dn42-config-pub__shared_nftables_oracle.nft.nft	myzhang1029/dn42-config-pub	shared/nftables/oracle.nft	https://github.com/myzhang1029/dn42-config-pub/blob/HEAD/shared/nftables/oracle.nft
MayNiklas_nixos__machines_the-hub_ruleset.nft.nft	MayNiklas/nixos	machines/the-hub/ruleset.nft	https://github.com/MayNiklas/nixos/blob/HEAD/machines/the-hub/ruleset.nft
KaseiHaku_Software__V2Ray_TransparentProxy_nftables_nftablesRuleset.nft.nft	KaseiHaku/Software	V2Ray/TransparentProxy/nftables/nftablesRuleset.nft	https://github.com/KaseiHaku/Software/blob/HEAD/V2Ray/TransparentProxy/nftables/nftablesRuleset.nft
Dialgatrainer02_home-lab__templates_homelab-ruleset.nft.j2.nft	Dialgatrainer02/home-lab	templates/homelab-ruleset.nft.j2	https://github.com/Dialgatrainer02/home-lab/blob/HEAD/templates/homelab-ruleset.nft.j2
Tomassone_Universidad__Esercitazioni_SI_NFT_tables_13_09_2023_ruleset.nft.nft	Tomassone/Universidad	Esercitazioni_SI/NFT_tables/13_09_2023/ruleset.nft	https://github.com/Tomassone/Universidad/blob/HEAD/Esercitazioni_SI/NFT_tables/13_09_2023/ruleset.nft
testdasi_openvpn-the-one-docker__scripts_ruleset.nft.nft	testdasi/openvpn-the-one-docker	scripts/ruleset.nft	https://github.com/testdasi/openvpn-the-one-docker/blob/HEAD/scripts/ruleset.nft
lgoette_nixos__machines_lamafarm_ruleset.nft.nft	lgoette/nixos	machines/lamafarm/ruleset.nft	https://github.com/lgoette/nixos/blob/HEAD/machines/lamafarm/ruleset.nft
emmiebyte_nixos__machines_aarch64_arm_ruleset.nft.nft	emmiebyte/nixos	machines/aarch64/arm/ruleset.nft	https://github.com/emmiebyte/nixos/blob/HEAD/machines/aarch64/arm/ruleset.nft
kevindurb_homebrew-router__files_ruleset.nft.nft	kevindurb/homebrew-router	files/ruleset.nft	https://github.com/kevindurb/homebrew-router/blob/HEAD/files/ruleset.nft
testdasi_openvpn-hydesa__scripts_ruleset.nft.nft	testdasi/openvpn-hydesa	scripts/ruleset.nft	https://github.com/testdasi/openvpn-hydesa/blob/HEAD/scripts/ruleset.nft
c834606877_padavan-arm__trunk_user_nftables_nftables-1.1.6_tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	c834606877/padavan-arm	trunk/user/nftables/nftables-1.1.6/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/c834606877/padavan-arm/blob/HEAD/trunk/user/nftables/nftables-1.1.6/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
MatthewCash_nixos-config__systems_mango_nixos_firewall_ruleset.nft.nft	MatthewCash/nixos-config	systems/mango/nixos/firewall/ruleset.nft	https://github.com/MatthewCash/nixos-config/blob/HEAD/systems/mango/nixos/firewall/ruleset.nft
marten-seemann_nft__tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	marten-seemann/nft	tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/marten-seemann/nft/blob/HEAD/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
H-BF_nft__tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	H-BF/nft	tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/H-BF/nft/blob/HEAD/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
BasisResearch_verified-nftables__ruleset.nft.nft	BasisResearch/verified-nftables	ruleset.nft	https://github.com/BasisResearch/verified-nftables/blob/HEAD/ruleset.nft
sophos_spl-netfilter-public__nftables_tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	sophos/spl-netfilter-public	nftables/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/sophos/spl-netfilter-public/blob/HEAD/nftables/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
yyjeqhc_nft_fullcone__nft-1.1.1_tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	yyjeqhc/nft_fullcone	nft-1.1.1/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/yyjeqhc/nft_fullcone/blob/HEAD/nft-1.1.1/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
yyjeqhc_rust_nft_fullcone__nftables-v1.1.1_tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	yyjeqhc/rust_nft_fullcone	nftables-v1.1.1/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/yyjeqhc/rust_nft_fullcone/blob/HEAD/nftables-v1.1.1/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
DSU-DefSec_cyber__open2_nftables-1.0.9_tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	DSU-DefSec/cyber	open2/nftables-1.0.9/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/DSU-DefSec/cyber/blob/HEAD/open2/nftables-1.0.9/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
testdasi_openvpn-hyrosa__scripts_ruleset.nft.nft	testdasi/openvpn-hyrosa	scripts/ruleset.nft	https://github.com/testdasi/openvpn-hyrosa/blob/HEAD/scripts/ruleset.nft
Tomassone_Universidad__Esercitazioni_SI_NFT_tables_11_06_2021_ruleset.nft.nft	Tomassone/Universidad	Esercitazioni_SI/NFT_tables/11_06_2021/ruleset.nft	https://github.com/Tomassone/Universidad/blob/HEAD/Esercitazioni_SI/NFT_tables/11_06_2021/ruleset.nft
MatthewCash_nixos-config__systems_zenbook_nixos_firewall_ruleset.nft.nft	MatthewCash/nixos-config	systems/zenbook/nixos/firewall/ruleset.nft	https://github.com/MatthewCash/nixos-config/blob/HEAD/systems/zenbook/nixos/firewall/ruleset.nft
Shadow-Official_nftables__tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	Shadow-Official/nftables	tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/Shadow-Official/nftables/blob/HEAD/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
codacy-open-source-projects-scans_nftables__tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	codacy-open-source-projects-scans/nftables	tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/codacy-open-source-projects-scans/nftables/blob/HEAD/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
jjm2473_nftables__tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	jjm2473/nftables	tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/jjm2473/nftables/blob/HEAD/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
rcoscali_nftables__tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	rcoscali/nftables	tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/rcoscali/nftables/blob/HEAD/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
Alphadelta14_nftables__tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	Alphadelta14/nftables	tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/Alphadelta14/nftables/blob/HEAD/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
rafalohaki_nftable__tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	rafalohaki/nftable	tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/rafalohaki/nftable/blob/HEAD/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
kw4rk_nftables__tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	kw4rk/nftables	tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/kw4rk/nftables/blob/HEAD/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
debiansid_nftables-fullcone__tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	debiansid/nftables-fullcone	tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/debiansid/nftables-fullcone/blob/HEAD/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
mgit-at_nftables__tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	mgit-at/nftables	tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/mgit-at/nftables/blob/HEAD/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
ksawaray_nftables__tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	ksawaray/nftables	tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/ksawaray/nftables/blob/HEAD/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
imryao_nftables__tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	imryao/nftables	tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/imryao/nftables/blob/HEAD/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
niklasf_nftables__tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	niklasf/nftables	tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/niklasf/nftables/blob/HEAD/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
yaclone_nftables__tests_shell_testcases_nft-f_dumps_sample-ruleset.nft.nft	yaclone/nftables	tests/shell/testcases/nft-f/dumps/sample-ruleset.nft	https://github.com/yaclone/nftables/blob/HEAD/tests/shell/testcases/nft-f/dumps/sample-ruleset.nft
